V_ERAMS_MATRIX_SAMPLE_ANALYSIS.MAT_ID,V_ERAMS_MATRIX_SAMPLE_ANALYSIS.SAMP_ID,V_ERAMS_MATRIX_SAMPLE_ANALYSIS.ANA_SIZE,V_ERAMS_MATRIX_SAMPLE_ANALYSIS.ANA_UNIT,V_ERAMS_MATRIX_SAMPLE_ANALYSIS.ANA_PROC_NUM,V_ERAMS_MATRIX_SAMPLE_ANALYSIS.DURATION,V_ERAMS_LOCATION.LOC_NUM,V_ERAMS_LOCATION.CITY_NAME,V_ERAMS_LOCATION.STATE_ABBR,V_ERAMS_RESULTS_ANALYTE.ANALYTE_ID,V_ERAMS_RESULTS_ANALYTE.RESULT_AMOUNT,V_ERAMS_RESULTS_ANALYTE.CSU,V_ERAMS_RESULTS_ANALYTE.MDC,V_ERAMS_RESULTS_ANALYTE.RESULT_UNIT,V_ERAMS_RESULTS_ANALYTE.RESULT_DATE,V_ERAMS_RESULTS_ANALYTE.ANA_TYPE,V_ERAMS_RESULTS_ANALYTE.HALF_LIFE,V_ERAMS_RESULTS_ANALYTE.HALF_LIFE_TIME_UNIT,V_ERAMS_RESULTS_ANALYTE.ANALYTE_NAME
PRECIPITATION,A910476,1,L,119,100,24,HARTFORD,CT,BETA,1.02,.19,.5,PCI/L,2010-01-25,R,,,Gross Beta
PRECIPITATION,B101067,60,ML,122,100,24,HARTFORD,CT,H3,-29.883,38,140,PCI/L,2010-10-15,R,12.312,Y,Tritium
PRECIPITATION,B101068,3,L,118,300,181,ALBANY,NY,RA228,,,14,PCI/L,2010-10-15,R,5.75,Y,Radium-228
PRECIPITATION,B101068,3,L,118,300,181,ALBANY,NY,K40,,,23,PCI/L,2010-10-15,R,1277000000,Y,Potassium-40
PRECIPITATION,B101069,3,L,118,300,27,HARRISBURG,PA,RA226,,,56,PCI/L,2010-10-15,R,1600,Y,Radium-226
PRECIPITATION,B101071,1,L,118,500,191,WILMINGTON,NC,CO60,,,5,PCI/L,2010-10-15,R,5.271,Y,Cobalt-60
PRECIPITATION,B101073,3,L,118,300,158,LYNCHBURG,VA,CO60,,,2.4,PCI/L,2010-10-15,R,5.271,Y,Cobalt-60
PRECIPITATION,B101074,3,L,118,1000,180,NASHVILLE,TN,CO60,,,2.1,PCI/L,2010-10-15,R,5.271,Y,Cobalt-60
PRECIPITATION,B101078,3,L,118,300,3844,OAK RIDGE,TN,K40,,,21,PCI/L,2010-10-15,R,1277000000,Y,Potassium-40
PRECIPITATION,B101079,3,L,118,300,3839,OAK RIDGE,TN,RA226,,,55,PCI/L,2010-10-15,R,1600,Y,Radium-226
PRECIPITATION,B101080,1,L,118,500,135,LANSING,MI,RA228,,,34,PCI/L,2010-10-15,R,5.75,Y,Radium-228
PRECIPITATION,B101080,1,L,118,500,135,LANSING,MI,K40,,,48,PCI/L,2010-10-15,R,1277000000,Y,Potassium-40
PRECIPITATION,B101084,3,L,118,300,2414,KANSAS CITY,KS,RA226,,,54,PCI/L,2010-10-15,R,1600,Y,Radium-226
PRECIPITATION,B101085,1,L,118,1000,80,DENVER,CO,CS137,,,4.2,PCI/L,2010-10-15,R,30.17,Y,Cesium-137
PRECIPITATION,B101086,3,L,118,300,107,SALT LAKE CITY,UT,RA226,,,54,PCI/L,2010-10-15,R,1600,Y,Radium-226
PRECIPITATION,B101089,3,L,118,300,370,RICHMOND,CA,RA228,,,14,PCI/L,2010-10-15,R,5.75,Y,Radium-228
