V_ERAMS_MATRIX_SAMPLE_ANALYSIS.MAT_ID,V_ERAMS_MATRIX_SAMPLE_ANALYSIS.SAMP_ID,V_ERAMS_MATRIX_SAMPLE_ANALYSIS.ANA_SIZE,V_ERAMS_MATRIX_SAMPLE_ANALYSIS.ANA_UNIT,V_ERAMS_MATRIX_SAMPLE_ANALYSIS.ANA_PROC_NUM,V_ERAMS_MATRIX_SAMPLE_ANALYSIS.DURATION,V_ERAMS_LOCATION.LOC_NUM,V_ERAMS_LOCATION.CITY_NAME,V_ERAMS_LOCATION.STATE_ABBR,V_ERAMS_RESULTS_ANALYTE.ANALYTE_ID,V_ERAMS_RESULTS_ANALYTE.RESULT_AMOUNT,V_ERAMS_RESULTS_ANALYTE.CSU,V_ERAMS_RESULTS_ANALYTE.MDC,V_ERAMS_RESULTS_ANALYTE.RESULT_UNIT,V_ERAMS_RESULTS_ANALYTE.RESULT_DATE,V_ERAMS_RESULTS_ANALYTE.ANA_TYPE,V_ERAMS_RESULTS_ANALYTE.HALF_LIFE,V_ERAMS_RESULTS_ANALYTE.HALF_LIFE_TIME_UNIT,V_ERAMS_RESULTS_ANALYTE.ANALYTE_NAME
PRECIPITATION,A907908,1,L,119,100,191,WILMINGTON,NC,BETA,.96,.24,.73,PCI/L,2009-10-23,R,,,Gross Beta
PRECIPITATION,A907908,.01,L,122,100,191,WILMINGTON,NC,H3,21,34,120,PCI/L,2009-08-15,R,12.312,Y,Tritium
PRECIPITATION,A907911,.01,L,122,100,9,JACKSONVILLE,FL,H3,-49.887,32,110,PCI/L,2009-08-15,R,12.312,Y,Tritium
PRECIPITATION,A907912,.01,L,122,100,10,ATLANTA,GA,H3,-9.6898,33,120,PCI/L,2009-08-15,R,12.312,Y,Tritium
PRECIPITATION,A907915,3,L,118,1000,141,KNOXVILLE,TN,K40,,,21,PCI/L,2009-08-15,R,1277000000,Y,Potassium-40
PRECIPITATION,A907917,1,L,119,100,135,LANSING,MI,BETA,1.22,.2,.51,PCI/L,2009-11-05,R,,,Gross Beta
PRECIPITATION,A907918,1,L,118,500,195,PAINESVILLE,OH,K40,,,42,PCI/L,2009-08-15,R,1277000000,Y,Potassium-40
PRECIPITATION,A905962,3,L,118,500,33,BOSTON,MA,CO60,,,1.6,PCI/L,2009-06-15,R,5.271,Y,Cobalt-60
PRECIPITATION,A905963,3,L,118,320.15,181,ALBANY,NY,BE7,24.8,8.3,,PCI/L,2009-06-15,R,53.44,D,Beryllium-7
PRECIPITATION,A905963,3,L,118,320.15,181,ALBANY,NY,TH234,,,120,PCI/L,2009-06-15,R,24.1,D,Thorium-234
PRECIPITATION,A903182,3,L,118,300,24,HARTFORD,CT,BE7,55.2,8.5,,PCI/L,2009-03-15,R,53.44,D,Beryllium-7
PRECIPITATION,A903185,.01,L,122,100,27,HARRISBURG,PA,H3,-14.847,42,150,PCI/L,2009-03-15,R,12.312,Y,Tritium
PRECIPITATION,A903186,3,L,118,300,92,WILMINGTON,DE,CS137,,,2.3,PCI/L,2009-03-15,R,30.17,Y,Cesium-137
PRECIPITATION,A903187,3,L,118,1000,369,YAPHANK,NY,BA140,,,51,PCI/L,2009-03-15,R,12.789,D,Barium-140
PRECIPITATION,A903187,3,L,118,1000,369,YAPHANK,NY,BE7,22.6,6.1,,PCI/L,2009-03-15,R,53.44,D,Beryllium-7
PRECIPITATION,A903188,1,L,118,500,191,WILMINGTON,NC,K40,,,55,PCI/L,2009-03-15,R,1277000000,Y,Potassium-40
PRECIPITATION,A903188,.01,L,122,100,191,WILMINGTON,NC,H3,33,43,140,PCI/L,2009-03-15,R,12.312,Y,Tritium
PRECIPITATION,A903190,1,L,118,1000,158,LYNCHBURG,VA,CS137,,,4.1,PCI/L,2009-03-15,R,30.17,Y,Cesium-137
PRECIPITATION,A903192,3,L,118,300,180,NASHVILLE,TN,CS137,,,2.3,PCI/L,2009-03-15,R,30.17,Y,Cesium-137
PRECIPITATION,A903192,3,L,118,300,180,NASHVILLE,TN,K40,,,19,PCI/L,2009-03-15,R,1277000000,Y,Potassium-40
PRECIPITATION,A903192,3,L,118,300,180,NASHVILLE,TN,RA226,,,54,PCI/L,2009-03-15,R,1600,Y,Radium-226
PRECIPITATION,A903194,1,L,118,500,141,KNOXVILLE,TN,RA228,,,35,PCI/L,2009-03-15,R,5.75,Y,Radium-228
PRECIPITATION,A907920,3,L,118,1000,1662,ST. PAUL,MN,CS137,,,1.2,PCI/L,2009-08-15,R,30.17,Y,Cesium-137
PRECIPITATION,A907922,3,L,118,1000,51,LITTLE ROCK,AR,K40,,,22,PCI/L,2009-08-15,R,1277000000,Y,Potassium-40
PRECIPITATION,A907925,1,L,118,1000,110,PORTLAND,OR,CO60,,,5.7,PCI/L,2009-08-15,R,5.271,Y,Cobalt-60
PRECIPITATION,A907926,.01,L,122,100,39,IDAHO FALLS,ID,H3,-31.902,39,140,PCI/L,2009-08-15,R,12.312,Y,Tritium
PRECIPITATION,A907927,3,L,118,300,351,OLYMPIA,WA,BE7,61.3,9.9,,PCI/L,2009-08-15,R,53.44,D,Beryllium-7
PRECIPITATION,A905968,1,L,118,1000,158,LYNCHBURG,VA,RA226,,,79,PCI/L,2009-06-15,R,1600,Y,Radium-226
PRECIPITATION,A905969,3,L,118,300,9,JACKSONVILLE,FL,RA228,,,13,PCI/L,2009-06-15,R,5.75,Y,Radium-228
PRECIPITATION,A905972,1,L,118,1000,141,KNOXVILLE,TN,RA226,,,68,PCI/L,2009-06-15,R,1600,Y,Radium-226
PRECIPITATION,A905973,1,L,119,100,3838,OAK RIDGE,TN,BETA,1.64,.25,.68,PCI/L,2009-08-11,R,,,Gross Beta
PRECIPITATION,A905976,.25,L,119,100,3929,WELCH,MN,BETA,4.67,.82,2.2,PCI/L,2009-10-01,R,,,Gross Beta
PRECIPITATION,A905977,3,L,118,300,1662,ST. PAUL,MN,BE7,20.7,7.9,,PCI/L,2009-06-15,R,53.44,D,Beryllium-7
PRECIPITATION,A905977,3,L,118,300,1662,ST. PAUL,MN,RA226,,,52,PCI/L,2009-06-15,R,1600,Y,Radium-226
PRECIPITATION,A905978,1,L,118,1000,340,IOWA CITY,IA,TH234,,,210,PCI/L,2009-06-15,R,24.1,D,Thorium-234
PRECIPITATION,A904145,3,L,118,300,24,HARTFORD,CT,K40,,,21,PCI/L,2009-04-15,R,1277000000,Y,Potassium-40
PRECIPITATION,A904145,3,L,118,300,24,HARTFORD,CT,RA226,,,52,PCI/L,2009-04-15,R,1600,Y,Radium-226
PRECIPITATION,A904148,1,L,118,1000,27,HARRISBURG,PA,CS137,,,7,PCI/L,2009-04-15,R,30.17,Y,Cesium-137
PRECIPITATION,A909103,1,L,118,1000,107,SALT LAKE CITY,UT,CS137,,,5.5,PCI/L,2009-09-15,R,30.17,Y,Cesium-137
PRECIPITATION,A909103,1,L,119,100,107,SALT LAKE CITY,UT,BETA,3.34,.34,.82,PCI/L,2009-12-09,R,,,Gross Beta
PRECIPITATION,A909105,1,L,118,1000,370,RICHMOND,CA,CO60,,,5.7,PCI/L,2009-09-15,R,5.271,Y,Cobalt-60
PRECIPITATION,A909105,1,L,118,1000,370,RICHMOND,CA,RA226,,,88,PCI/L,2009-09-15,R,1600,Y,Radium-226
PRECIPITATION,A909106,3,L,118,1000,39,IDAHO FALLS,ID,CO60,,,1.6,PCI/L,2009-09-15,R,5.271,Y,Cobalt-60
PRECIPITATION,A909106,3,L,118,1000,39,IDAHO FALLS,ID,RA226,,,23,PCI/L,2009-09-15,R,1600,Y,Radium-226
PRECIPITATION,A909106,3,L,118,1000,39,IDAHO FALLS,ID,RA228,,,7.8,PCI/L,2009-09-15,R,5.75,Y,Radium-228
PRECIPITATION,A909107,1,L,118,1000,351,OLYMPIA,WA,CS137,,,4.7,PCI/L,2009-09-15,R,30.17,Y,Cesium-137
PRECIPITATION,A904150,.01,L,122,100,369,YAPHANK,NY,H3,75,45,150,PCI/L,2009-04-15,R,12.312,Y,Tritium
PRECIPITATION,A904152,3,L,118,1000,101,CHARLOTTE,NC,CO60,,,2.1,PCI/L,2009-04-15,R,5.271,Y,Cobalt-60
PRECIPITATION,A904153,1,L,118,1000,158,LYNCHBURG,VA,CS137,,,5.7,PCI/L,2009-04-15,R,30.17,Y,Cesium-137
PRECIPITATION,A904153,1,L,118,1000,158,LYNCHBURG,VA,RA226,,,89,PCI/L,2009-04-15,R,1600,Y,Radium-226
PRECIPITATION,A904154,3,L,118,1000,9,JACKSONVILLE,FL,CS137,,,1.3,PCI/L,2009-04-15,R,30.17,Y,Cesium-137
PRECIPITATION,A904157,.5,L,119,100,141,KNOXVILLE,TN,BETA,.89,.31,.89,PCI/L,2009-06-01,R,,,Gross Beta
PRECIPITATION,A904158,3,L,118,300,3838,OAK RIDGE,TN,BE7,52,8.4,,PCI/L,2009-04-15,R,53.44,D,Beryllium-7
PRECIPITATION,A904158,3,L,118,300,3838,OAK RIDGE,TN,CS137,,,2.3,PCI/L,2009-04-15,R,30.17,Y,Cesium-137
PRECIPITATION,A905366,.01,L,122,100,24,HARTFORD,CT,H3,114,42,140,PCI/L,2009-05-15,R,12.312,Y,Tritium
PRECIPITATION,A905370,1,L,118,1000,92,WILMINGTON,DE,CS137,,,4.9,PCI/L,2009-05-15,R,30.17,Y,Cesium-137
PRECIPITATION,A903197,3,L,118,300,1662,ST. PAUL,MN,RA228,,,12,PCI/L,2009-03-15,R,5.75,Y,Radium-228
PRECIPITATION,A903198,3,L,118,300,340,IOWA CITY,IA,RA228,,,13,PCI/L,2009-03-15,R,5.75,Y,Radium-228
PRECIPITATION,A903201,3,L,118,300,2414,KANSAS CITY,KS,CS137,,,2.5,PCI/L,2009-03-15,R,30.17,Y,Cesium-137
PRECIPITATION,A903202,3,L,118,300,107,SALT LAKE CITY,UT,K40,,,20,PCI/L,2009-03-15,R,1277000000,Y,Potassium-40
PRECIPITATION,A903204,.01,L,122,100,370,RICHMOND,CA,H3,-3.9689,40,140,PCI/L,2009-03-15,R,12.312,Y,Tritium
PRECIPITATION,A903206,3,L,118,300,351,OLYMPIA,WA,RA228,,,13,PCI/L,2009-03-15,R,5.75,Y,Radium-228
PRECIPITATION,A903207,3,L,118,300,3844,OAK RIDGE,TN,K40,12,6.4,,PCI/L,2009-03-15,R,1277000000,Y,Potassium-40
PRECIPITATION,A905371,3,L,118,300,369,YAPHANK,NY,RA228,,,13,PCI/L,2009-05-15,R,5.75,Y,Radium-228
PRECIPITATION,A905373,3,L,118,300,101,CHARLOTTE,NC,RA228,,,14,PCI/L,2009-05-15,R,5.75,Y,Radium-228
PRECIPITATION,A905374,1,L,118,1000,158,LYNCHBURG,VA,CO60,,,7.6,PCI/L,2009-05-15,R,5.271,Y,Cobalt-60
PRECIPITATION,A905375,3,L,118,300,9,JACKSONVILLE,FL,CS137,,,2.2,PCI/L,2009-05-15,R,30.17,Y,Cesium-137
PRECIPITATION,A905376,3,L,118,300,180,NASHVILLE,TN,K40,,,22,PCI/L,2009-05-15,R,1277000000,Y,Potassium-40
PRECIPITATION,A905376,3,L,118,1000,180,NASHVILLE,TN,BE7,55.6,6.7,,PCI/L,2009-05-15,R,53.44,D,Beryllium-7
PRECIPITATION,A905380,3,L,118,1000,135,LANSING,MI,K40,,,14,PCI/L,2009-05-15,R,1277000000,Y,Potassium-40
PRECIPITATION,A905380,.01,L,122,100,135,LANSING,MI,H3,98,42,140,PCI/L,2009-05-15,R,12.312,Y,Tritium
PRECIPITATION,A906983,1,L,119,100,24,HARTFORD,CT,BETA,1.2,.2,.54,PCI/L,2009-09-18,R,,,Gross Beta
PRECIPITATION,A906985,1,L,118,1000,27,HARRISBURG,PA,K40,,,69,PCI/L,2009-07-15,R,1277000000,Y,Potassium-40
PRECIPITATION,A906986,3,L,118,300,369,YAPHANK,NY,K40,,,22,PCI/L,2009-07-15,R,1277000000,Y,Potassium-40
PRECIPITATION,A906986,1,L,119,100,369,YAPHANK,NY,BETA,1.26,.22,.59,PCI/L,2009-09-18,R,,,Gross Beta
PRECIPITATION,A906987,3,L,118,300,191,WILMINGTON,NC,K40,,,19,PCI/L,2009-07-15,R,1277000000,Y,Potassium-40
PRECIPITATION,A906988,3,L,118,1000,101,CHARLOTTE,NC,RA228,,,13,PCI/L,2009-07-15,R,5.75,Y,Radium-228
PRECIPITATION,A906990,3,L,118,1000,9,JACKSONVILLE,FL,CS137,,,1.2,PCI/L,2009-07-15,R,30.17,Y,Cesium-137
PRECIPITATION,A906990,3,L,118,1000,9,JACKSONVILLE,FL,K40,,,14,PCI/L,2009-07-15,R,1277000000,Y,Potassium-40
PRECIPITATION,A906990,1,L,119,100,9,JACKSONVILLE,FL,BETA,1.36,.22,.58,PCI/L,2009-09-18,R,,,Gross Beta
PRECIPITATION,A906990,.01,L,122,100,9,JACKSONVILLE,FL,H3,-20.847,37,130,PCI/L,2009-07-15,R,12.312,Y,Tritium
PRECIPITATION,A905980,1,L,118,1000,149,SANTA FE,NM,K40,,,57,PCI/L,2009-06-15,R,1277000000,Y,Potassium-40
PRECIPITATION,A905981,.01,L,122,100,51,LITTLE ROCK,AR,H3,20,38,130,PCI/L,2009-06-15,R,12.312,Y,Tritium
PRECIPITATION,A905982,3,L,118,300,2414,KANSAS CITY,KS,BE7,33.2,8.5,,PCI/L,2009-06-15,R,53.44,D,Beryllium-7
PRECIPITATION,A905982,.25,L,119,100,2414,KANSAS CITY,KS,BETA,1.41,.61,1.8,PCI/L,2009-10-01,R,,,Gross Beta
