V_ERAMS_MATRIX_SAMPLE_ANALYSIS.MAT_ID,V_ERAMS_MATRIX_SAMPLE_ANALYSIS.SAMP_ID,V_ERAMS_MATRIX_SAMPLE_ANALYSIS.ANA_SIZE,V_ERAMS_MATRIX_SAMPLE_ANALYSIS.ANA_UNIT,V_ERAMS_MATRIX_SAMPLE_ANALYSIS.ANA_PROC_NUM,V_ERAMS_MATRIX_SAMPLE_ANALYSIS.DURATION,V_ERAMS_LOCATION.LOC_NUM,V_ERAMS_LOCATION.CITY_NAME,V_ERAMS_LOCATION.STATE_ABBR,V_ERAMS_RESULTS_ANALYTE.ANALYTE_ID,V_ERAMS_RESULTS_ANALYTE.RESULT_AMOUNT,V_ERAMS_RESULTS_ANALYTE.CSU,V_ERAMS_RESULTS_ANALYTE.MDC,V_ERAMS_RESULTS_ANALYTE.RESULT_UNIT,V_ERAMS_RESULTS_ANALYTE.RESULT_DATE,V_ERAMS_RESULTS_ANALYTE.ANA_TYPE,V_ERAMS_RESULTS_ANALYTE.HALF_LIFE,V_ERAMS_RESULTS_ANALYTE.HALF_LIFE_TIME_UNIT,V_ERAMS_RESULTS_ANALYTE.ANALYTE_NAME
PASTEURIZED MILK,A602294,1,L,118,1000,75,HONOLULU,HI,CO60,,,5.6,PCI/L,2006-03-24,R,5.271,Y,Cobalt-60
PASTEURIZED MILK,A602331,1,L,118,1000,71,CHATTANOOGA,TN,CS137,,,7.6,PCI/L,2006-05-03,R,30.17,Y,Cesium-137
PASTEURIZED MILK,A601370,1,L,118,1000,51,LITTLE ROCK,AR,K40,1290,53,,PCI/L,2006-03-06,R,1277000000,Y,Potassium-40
PASTEURIZED MILK,A602515,1,L,118,1000,49,PITTSBURGH,PA,PB210,,,310,PCI/L,2006-05-09,R,22.26,Y,Lead-210
PASTEURIZED MILK,A604068,1,L,118,1000,110,PORTLAND,OR,K40,1390,54,,PCI/L,2006-08-14,R,1277000000,Y,Potassium-40
PASTEURIZED MILK,A602383,1,L,118,1000,117,ALBUQUERQUE,NM,CO60,,,5.4,PCI/L,2006-05-08,R,5.271,Y,Cobalt-60
PASTEURIZED MILK,A602558,1,L,118,1000,46,CINCINNATI,OH,K40,1230,50,,PCI/L,2006-05-16,R,1277000000,Y,Potassium-40
PASTEURIZED MILK,A602560,1,L,118,1000,155,PHOENIX,AZ,BA140,,,22,PCI/L,2006-05-17,R,12.789,D,Barium-140
PASTEURIZED MILK,A602560,1,L,118,1000,155,PHOENIX,AZ,CO60,,,5.9,PCI/L,2006-05-17,R,5.271,Y,Cobalt-60
PASTEURIZED MILK,A604142,1,L,118,1000,71,CHATTANOOGA,TN,CS137,,,6.9,PCI/L,2006-08-17,R,30.17,Y,Cesium-137
PASTEURIZED MILK,A604155,1,L,118,1000,92,WILMINGTON,DE,K40,1350,47,,PCI/L,2006-08-16,R,1277000000,Y,Potassium-40
PASTEURIZED MILK,A605441,1,L,118,1000,55,TRENTON,NJ,BA140,,,84,PCI/L,2006-10-31,R,12.789,D,Barium-140
PASTEURIZED MILK,A701596,1,L,118,1000,312,MONTPELIER,VT,RA226,,,79,PCI/L,2007-03-16,R,1600,Y,Radium-226
PASTEURIZED MILK,A600242,1,L,118,1000,131,SAN FRANCISCO,CA,BA140,,,24,PCI/L,2006-01-11,R,12.789,D,Barium-140
PASTEURIZED MILK,A600242,1,L,118,1000,131,SAN FRANCISCO,CA,I131,,,7.4,PCI/L,2006-01-11,R,8.0233,D,Iodine-131
PASTEURIZED MILK,A600242,1,L,118,1000,131,SAN FRANCISCO,CA,K40,1430,51,,PCI/L,2006-01-11,R,1277000000,Y,Potassium-40
PASTEURIZED MILK,A600242,1,L,118,1000,131,SAN FRANCISCO,CA,RA228,,,40,PCI/L,2006-01-11,R,5.75,Y,Radium-228
PASTEURIZED MILK,A603459,1,L,118,1000,49,PITTSBURGH,PA,K40,1320,50,,PCI/L,2006-07-11,R,1277000000,Y,Potassium-40
PASTEURIZED MILK,A603460,1,L,118,1000,116,SYRACUSE,NY,CS137,,,5.5,PCI/L,2006-07-13,R,30.17,Y,Cesium-137
PASTEURIZED MILK,A602410,1,L,118,1000,113,CLEVELAND,OH,CO60,,,6.9,PCI/L,2006-05-09,R,5.271,Y,Cobalt-60
PASTEURIZED MILK,A602410,1,L,118,1000,113,CLEVELAND,OH,I131,,,14,PCI/L,2006-05-09,R,8.0233,D,Iodine-131
PASTEURIZED MILK,A701513,1,L,118,1000,46,CINCINNATI,OH,RA226,,,85,PCI/L,2007-03-13,R,1600,Y,Radium-226
PASTEURIZED MILK,A604176,1,L,118,1000,368,FORT WORTH,TX,BA140,,,35,PCI/L,2006-08-15,R,12.789,D,Barium-140
PASTEURIZED MILK,A604176,1,L,118,1000,368,FORT WORTH,TX,CS137,,,5,PCI/L,2006-08-15,R,30.17,Y,Cesium-137
PASTEURIZED MILK,A604176,1,L,118,1000,368,FORT WORTH,TX,I131,,,14,PCI/L,2006-08-15,R,8.0233,D,Iodine-131
PASTEURIZED MILK,A600090,1,L,118,1000,49,PITTSBURGH,PA,PB210,,,670,PCI/L,2006-01-03,R,22.26,Y,Lead-210
PASTEURIZED MILK,A600091,1,L,118,1000,109,LOUISVILLE,KY,PB210,,,470,PCI/L,2006-01-03,R,22.26,Y,Lead-210
PASTEURIZED MILK,A603569,1,L,118,1000,115,BUFFALO,NY,BA140,,,26,PCI/L,2006-07-17,R,12.789,D,Barium-140
PASTEURIZED MILK,A602671,1,L,118,1000,112,INDIANAPOLIS,IN,BA140,,,55,PCI/L,2006-05-25,R,12.789,D,Barium-140
PASTEURIZED MILK,A602672,1,L,118,1000,55,TRENTON,NJ,CO60,,,5.8,PCI/L,2006-05-25,R,5.271,Y,Cobalt-60
PASTEURIZED MILK,A600802,1,L,118,1000,132,SACRAMENTO,CA,CS137,,,5.3,PCI/L,2006-02-02,R,30.17,Y,Cesium-137
PASTEURIZED MILK,A603613,1,L,118,1000,132,SACRAMENTO,CA,PB210,,,570,PCI/L,2006-07-19,R,22.26,Y,Lead-210
PASTEURIZED MILK,A605619,1,L,118,1000,368,FORT WORTH,TX,K40,1290,82,,PCI/L,2006-11-08,R,1277000000,Y,Potassium-40
PASTEURIZED MILK,A602125,1,L,118,500,368,FORT WORTH,TX,I131,,,23,PCI/L,2006-04-17,R,8.0233,D,Iodine-131
PASTEURIZED MILK,A602126,1,L,118,500,125,SPOKANE,WA,BA140,,,41,PCI/L,2006-04-18,R,12.789,D,Barium-140
PASTEURIZED MILK,A505645,1,L,118,1000,71,CHATTANOOGA,TN,CS137,,,5.9,PCI/L,2005-11-14,R,30.17,Y,Cesium-137
PASTEURIZED MILK,A602168,1,L,118,500,159,WICHITA,KS,BA140,,,32,PCI/L,2006-04-24,R,12.789,D,Barium-140
PASTEURIZED MILK,A602169,1,L,118,500,137,MEMPHIS,TN,RA226,,,95,PCI/L,2006-04-24,R,1600,Y,Radium-226
PASTEURIZED MILK,A601135,1,L,118,500,55,TRENTON,NJ,RA228,,,32,PCI/L,2006-02-14,R,5.75,Y,Radium-228
PASTEURIZED MILK,A604295,1,L,118,1000,113,CLEVELAND,OH,BA140,,,76,PCI/L,2006-08-30,R,12.789,D,Barium-140
PASTEURIZED MILK,A604295,1,L,118,1000,113,CLEVELAND,OH,RA226,,,87,PCI/L,2006-08-30,R,1600,Y,Radium-226
PASTEURIZED MILK,A600181,1,L,118,1000,137,MEMPHIS,TN,PB210,,,380,PCI/L,2006-01-07,R,22.26,Y,Lead-210
PASTEURIZED MILK,A600867,1,L,118,1000,113,CLEVELAND,OH,I131,,,6.5,PCI/L,2006-02-06,R,8.0233,D,Iodine-131
PASTEURIZED MILK,A600867,1,L,118,1000,113,CLEVELAND,OH,RA228,,,42,PCI/L,2006-02-06,R,5.75,Y,Radium-228
PASTEURIZED MILK,A505526,1,L,118,1000,48,LOS ANGELES,CA,BA140,,,21,PCI/L,2005-11-01,R,12.789,D,Barium-140
PASTEURIZED MILK,A505526,1,L,118,1000,48,LOS ANGELES,CA,RA228,,,26,PCI/L,2005-11-01,R,5.75,Y,Radium-228
PASTEURIZED MILK,A600911,1,L,118,1000,368,FORT WORTH,TX,CO60,,,4.2,PCI/L,2006-01-29,R,5.271,Y,Cobalt-60
PASTEURIZED MILK,A600911,1,L,118,1000,368,FORT WORTH,TX,CS137,,,4,PCI/L,2006-01-29,R,30.17,Y,Cesium-137
PASTEURIZED MILK,A600911,1,L,118,1000,368,FORT WORTH,TX,I131,,,12,PCI/L,2006-01-29,R,8.0233,D,Iodine-131
PASTEURIZED MILK,A602186,1,L,118,1000,132,SACRAMENTO,CA,BA140,,,30,PCI/L,2006-04-24,R,12.789,D,Barium-140
PASTEURIZED MILK,A505554,1,L,118,1000,113,CLEVELAND,OH,CS137,,,4.4,PCI/L,2005-11-09,R,30.17,Y,Cesium-137
PASTEURIZED MILK,A505555,1,L,118,1000,75,HONOLULU,HI,BA140,,,53,PCI/L,2005-11-09,R,12.789,D,Barium-140
PASTEURIZED MILK,A505555,1,L,118,1000,75,HONOLULU,HI,CO60,,,6.3,PCI/L,2005-11-09,R,5.271,Y,Cobalt-60
PASTEURIZED MILK,A601221,1,L,118,500,33,BOSTON,MA,CO60,,,4.9,PCI/L,2006-02-22,R,5.271,Y,Cobalt-60
PASTEURIZED MILK,A702272,1,L,118,1000,131,SAN FRANCISCO,CA,CO60,,,5.6,PCI/L,2007-04-04,R,5.271,Y,Cobalt-60
PASTEURIZED MILK,A702272,1,L,118,1000,131,SAN FRANCISCO,CA,K40,1480,90,,PCI/L,2007-04-04,R,1277000000,Y,Potassium-40
PASTEURIZED MILK,A702273,1,L,118,1000,368,FORT WORTH,TX,CS137,,,5.1,PCI/L,2007-04-11,R,30.17,Y,Cesium-137
PASTEURIZED MILK,A702273,1,L,118,1000,368,FORT WORTH,TX,RA228,,,33,PCI/L,2007-04-11,R,5.75,Y,Radium-228
PASTEURIZED MILK,A604982,1,L,118,1000,3822,SAN ANTONIO,TX,BA140,,,65,PCI/L,2006-10-10,R,12.789,D,Barium-140
PASTEURIZED MILK,A604983,1,L,118,1000,71,CHATTANOOGA,TN,CS137,,,8.2,PCI/L,2006-10-10,R,30.17,Y,Cesium-137
PASTEURIZED MILK,A604983,1,L,118,1000,71,CHATTANOOGA,TN,K40,1300,96,,PCI/L,2006-10-10,R,1277000000,Y,Potassium-40
PASTEURIZED MILK,A704502,1,L,118,1000,132,SACRAMENTO,CA,CO60,,,7.5,PCI/L,2007-07-10,R,5.271,Y,Cobalt-60
PASTEURIZED MILK,A704502,1,L,129,100,132,SACRAMENTO,CA,SR90,.09,.27,.96,PCI/L,2007-07-10,R,28.6,Y,Strontium-90
PASTEURIZED MILK,A704504,1,L,118,1000,55,TRENTON,NJ,BA140,,,25,PCI/L,2007-07-17,R,12.789,D,Barium-140
PASTEURIZED MILK,A704504,1,L,118,1000,55,TRENTON,NJ,RA226,,,72,PCI/L,2007-07-17,R,1600,Y,Radium-226
