V_ERAMS_MATRIX_SAMPLE_ANALYSIS.MAT_ID,V_ERAMS_MATRIX_SAMPLE_ANALYSIS.SAMP_ID,V_ERAMS_MATRIX_SAMPLE_ANALYSIS.ANA_SIZE,V_ERAMS_MATRIX_SAMPLE_ANALYSIS.ANA_UNIT,V_ERAMS_MATRIX_SAMPLE_ANALYSIS.ANA_PROC_NUM,V_ERAMS_MATRIX_SAMPLE_ANALYSIS.DURATION,V_ERAMS_LOCATION.LOC_NUM,V_ERAMS_LOCATION.CITY_NAME,V_ERAMS_LOCATION.STATE_ABBR,V_ERAMS_RESULTS_ANALYTE.ANALYTE_ID,V_ERAMS_RESULTS_ANALYTE.RESULT_AMOUNT,V_ERAMS_RESULTS_ANALYTE.CSU,V_ERAMS_RESULTS_ANALYTE.MDC,V_ERAMS_RESULTS_ANALYTE.RESULT_UNIT,V_ERAMS_RESULTS_ANALYTE.RESULT_DATE,V_ERAMS_RESULTS_ANALYTE.ANA_TYPE,V_ERAMS_RESULTS_ANALYTE.HALF_LIFE,V_ERAMS_RESULTS_ANALYTE.HALF_LIFE_TIME_UNIT,V_ERAMS_RESULTS_ANALYTE.ANALYTE_NAME
DRINKING WATER,8909192,3.5,L,9,50,87,PLATTEVILLE,CO,ZN65,-6.7986,7,,PCI/L,1990-01-25,R,244.4,D,Zinc-65
DRINKING WATER,8909192,.1,L,3,100,87,PLATTEVILLE,CO,ALPHA,13.4,3.3,,PCI/L,1991-01-30,R,,,Gross Alpha
DRINKING WATER,8909223,3.5,L,9,50,193,CONCORD,NH,ZR/NB95,-.33311,3.4,,PCI/L,1990-02-08,R,,,Zirconium/Niobium-95
DRINKING WATER,8909226,.15,L,6,100,43,LAS VEGAS,NV,BETA,6.2,1.1,,PCI/L,1991-02-01,R,,,Gross Beta
DRINKING WATER,8909228,.4,L,3,100,25,NEW YORK CITY,NY,ALPHA,.38,.32,,PCI/L,1991-02-01,R,,,Gross Alpha
DRINKING WATER,8909228,1,L,22,1000,25,NEW YORK CITY,NY,U234,.409,.037,,PCI/L,1991-08-13,R,245500,Y,Uranium-234
DRINKING WATER,8909230,.4,L,3,100,116,SYRACUSE,NY,ALPHA,.41,.47,,PCI/L,1991-02-07,R,,,Gross Alpha
DRINKING WATER,8909231,3.5,L,9,50,46,CINCINNATI,OH,CE144,51,29,,PCI/L,1990-02-07,R,284.3,D,Cerium-144
DRINKING WATER,8909231,3.5,L,9,50,46,CINCINNATI,OH,ZN65,4.3,6.9,,PCI/L,1990-02-07,R,244.4,D,Zinc-65
DRINKING WATER,8909232,3.5,L,9,50,146,COLUMBUS,OH,RU106,-28.368,20,,PCI/L,1990-02-07,R,368.2,Y,Ruthenium-106
